ruleLabel,rule,trial,primaryClass,tags,steps,gridSize,initialDensity,wrap,finalLive,finalDensity,finalActivity,avgLastDensity,avgLastActivity,finalBoundingBoxArea,avgLastArea,densityTrend,areaTrend,repeatPeriod,centerShift
"Sample 40","B034568/S012368","10","Disordered","","500","100","0.240","true","6016","0.601600","0.680600","0.600052","0.689629","10000","1.000000","0.001098","0.000000","0","0.000233"
"Sample 41","B1378/S0357","1","Disordered","","500","100","0.240","true","4028","0.402800","0.447600","0.397271","0.457397","10000","1.000000","-0.000006","0.000000","0","0.000511"
"Sample 41","B1378/S0357","2","Disordered","","500","100","0.240","true","4045","0.404500","0.454200","0.397317","0.457320","10000","1.000000","-0.000525","0.000000","0","0.001001"
"Sample 41","B1378/S0357","3","Disordered","","500","100","0.240","true","4090","0.409000","0.451600","0.396711","0.457034","10000","1.000000","-0.000009","0.000000","0","0.000394"
"Sample 41","B1378/S0357","4","Disordered","","500","100","0.240","true","4015","0.401500","0.458900","0.396731","0.457111","10000","1.000000","0.000020","0.000000","0","0.000737"
"Sample 41","B1378/S0357","5","Disordered","","500","100","0.240","true","3961","0.396100","0.452100","0.396665","0.456700","10000","1.000000","-0.000406","0.000000","0","0.000181"
"Sample 41","B1378/S0357","6","Disordered","","500","100","0.240","true","3978","0.397800","0.451200","0.397207","0.456935","10000","1.000000","0.000472","0.000000","0","0.000150"
"Sample 41","B1378/S0357","7","Disordered","","500","100","0.240","true","4087","0.408700","0.454700","0.397555","0.456901","10000","1.000000","0.000165","0.000000","0","0.000656"
"Sample 41","B1378/S0357","8","Disordered","","500","100","0.240","true","3906","0.390600","0.452200","0.397081","0.456931","10000","1.000000","-0.000435","0.000000","0","0.000288"
"Sample 41","B1378/S0357","9","Disordered","","500","100","0.240","true","3989","0.398900","0.453900","0.396892","0.458205","10000","1.000000","-0.000125","0.000000","0","0.000526"
"Sample 41","B1378/S0357","10","Disordered","","500","100","0.240","true","4009","0.400900","0.456600","0.397199","0.457291","10000","1.000000","-0.000345","0.000000","0","0.000679"
"Sample 42","B047/S37","1","Structured Dynamic","","500","100","0.240","true","2624","0.262400","0.412000","0.263753","0.413189","10000","1.000000","-0.000201","0.000000","0","0.000453"
"Sample 42","B047/S37","2","Structured Dynamic","","500","100","0.240","true","2711","0.271100","0.415200","0.263970","0.414309","10000","1.000000","-0.000141","0.000000","0","0.000504"
"Sample 42","B047/S37","3","Structured Dynamic","","500","100","0.240","true","2509","0.250900","0.414400","0.263513","0.413250","10000","1.000000","-0.000023","0.000000","0","0.001081"
"Sample 42","B047/S37","4","Structured Dynamic","","500","100","0.240","true","2701","0.270100","0.412800","0.263887","0.414391","10000","1.000000","0.000190","0.000000","0","0.000312"
"Sample 42","B047/S37","5","Structured Dynamic","","500","100","0.240","true","2604","0.260400","0.419200","0.263632","0.413174","10000","1.000000","0.000199","0.000000","0","0.000696"
"Sample 42","B047/S37","6","Structured Dynamic","","500","100","0.240","true","2823","0.282300","0.425700","0.264323","0.413940","10000","1.000000","0.001103","0.000000","0","0.000617"
"Sample 42","B047/S37","7","Structured Dynamic","","500","100","0.240","true","2613","0.261300","0.414100","0.263600","0.413716","10000","1.000000","-0.000034","0.000000","0","0.001032"
"Sample 42","B047/S37","8","Structured Dynamic","","500","100","0.240","true","2639","0.263900","0.412400","0.264243","0.414452","10000","1.000000","0.000745","0.000000","0","0.000485"
"Sample 42","B047/S37","9","Structured Dynamic","","500","100","0.240","true","2691","0.269100","0.418600","0.263731","0.412571","10000","1.000000","0.000292","0.000000","0","0.000802"
"Sample 42","B047/S37","10","Structured Dynamic","","500","100","0.240","true","2732","0.273200","0.418900","0.263968","0.414172","10000","1.000000","0.000370","0.000000","0","0.000330"
"Sample 43","B01257/S02368","1","Disordered","","500","100","0.240","true","4551","0.455100","0.457800","0.457523","0.455784","10000","1.000000","-0.002865","0.000000","0","0.000249"
"Sample 43","B01257/S02368","2","Disordered","","500","100","0.240","true","4451","0.445100","0.452300","0.457328","0.454287","10000","1.000000","-0.002791","0.000000","0","0.000128"
"Sample 43","B01257/S02368","3","Disordered","","500","100","0.240","true","4528","0.452800","0.451700","0.457699","0.455763","10000","1.000000","-0.001781","0.000000","0","0.000272"
"Sample 43","B01257/S02368","4","Disordered","","500","100","0.240","true","4516","0.451600","0.459800","0.457267","0.455658","10000","1.000000","-0.002844","0.000000","0","0.000077"
"Sample 43","B01257/S02368","5","Disordered","","500","100","0.240","true","4619","0.461900","0.464600","0.456611","0.453771","10000","1.000000","-0.003549","0.000000","0","0.000174"
"Sample 43","B01257/S02368","6","Disordered","","500","100","0.240","true","4614","0.461400","0.463400","0.457280","0.456110","10000","1.000000","-0.002910","0.000000","0","0.000242"
"Sample 43","B01257/S02368","7","Disordered","","500","100","0.240","true","4451","0.445100","0.451100","0.457159","0.455841","10000","1.000000","-0.003712","0.000000","0","0.000818"
"Sample 43","B01257/S02368","8","Disordered","","500","100","0.240","true","4547","0.454700","0.455300","0.457776","0.455828","10000","1.000000","-0.001999","0.000000","0","0.000328"
"Sample 43","B01257/S02368","9","Disordered","","500","100","0.240","true","4643","0.464300","0.467400","0.457373","0.454976","10000","1.000000","-0.002642","0.000000","0","0.000482"
"Sample 43","B01257/S02368","10","Disordered","","500","100","0.240","true","4562","0.456200","0.448800","0.456944","0.454633","10000","1.000000","-0.002920","0.000000","0","0.000496"
"Sample 44","B04567/S1238","1","Disordered","","500","100","0.240","true","4220","0.422000","0.432900","0.415348","0.442994","10000","1.000000","0.000180","0.000000","0","0.000544"
"Sample 44","B04567/S1238","2","Disordered","","500","100","0.240","true","4077","0.407700","0.435100","0.416288","0.445385","10000","1.000000","0.000134","0.000000","0","0.001720"
"Sample 44","B04567/S1238","3","Disordered","","500","100","0.240","true","4203","0.420300","0.439500","0.416871","0.446069","10000","1.000000","0.002897","0.000000","0","0.001206"
"Sample 44","B04567/S1238","4","Disordered","","500","100","0.240","true","4223","0.422300","0.454100","0.416000","0.444041","10000","1.000000","0.000417","0.000000","0","0.000418"
"Sample 44","B04567/S1238","5","Disordered","","500","100","0.240","true","4143","0.414300","0.445500","0.415460","0.442376","10000","1.000000","0.001126","0.000000","0","0.000613"
"Sample 44","B04567/S1238","6","Disordered","","500","100","0.240","true","4242","0.424200","0.436800","0.415614","0.443827","10000","1.000000","0.000607","0.000000","0","0.001553"
"Sample 44","B04567/S1238","7","Disordered","","500","100","0.240","true","4155","0.415500","0.444500","0.415884","0.444217","10000","1.000000","0.000408","0.000000","0","0.001197"
"Sample 44","B04567/S1238","8","Disordered","","500","100","0.240","true","4129","0.412900","0.469700","0.415814","0.444002","10000","1.000000","0.000674","0.000000","0","0.000963"
"Sample 44","B04567/S1238","9","Disordered","","500","100","0.240","true","4084","0.408400","0.447300","0.417004","0.445989","10000","1.000000","0.002577","0.000000","0","0.000954"
"Sample 44","B04567/S1238","10","Disordered","","500","100","0.240","true","4191","0.419100","0.462800","0.415281","0.441852","10000","1.000000","-0.001684","0.000000","0","0.000318"
"Sample 45","B0134/S124678","1","Disordered","","500","100","0.240","true","5357","0.535700","0.455700","0.545107","0.441462","10000","1.000000","-0.001897","0.000000","0","0.000205"
"Sample 45","B0134/S124678","2","Disordered","","500","100","0.240","true","5524","0.552400","0.434300","0.544233","0.441538","10000","1.000000","-0.002114","0.000000","0","0.000342"
"Sample 45","B0134/S124678","3","Disordered","","500","100","0.240","true","5460","0.546000","0.439500","0.545201","0.441012","10000","1.000000","-0.001602","0.000000","0","0.000663"
"Sample 45","B0134/S124678","4","Disordered","","500","100","0.240","true","5425","0.542500","0.447000","0.544139","0.441714","10000","1.000000","-0.002052","0.000000","0","0.000231"
"Sample 45","B0134/S124678","5","Disordered","","500","100","0.240","true","5518","0.551800","0.435500","0.544769","0.441852","10000","1.000000","-0.002038","0.000000","0","0.000371"
"Sample 45","B0134/S124678","6","Disordered","","500","100","0.240","true","5537","0.553700","0.451900","0.544959","0.440903","10000","1.000000","-0.001056","0.000000","0","0.000175"
"Sample 45","B0134/S124678","7","Disordered","","500","100","0.240","true","5485","0.548500","0.435300","0.545286","0.440313","10000","1.000000","-0.000718","0.000000","0","0.000358"
"Sample 45","B0134/S124678","8","Disordered","","500","100","0.240","true","5436","0.543600","0.448900","0.545174","0.441090","10000","1.000000","-0.001421","0.000000","0","0.000269"
"Sample 45","B0134/S124678","9","Disordered","","500","100","0.240","true","5473","0.547300","0.433400","0.545512","0.439539","10000","1.000000","-0.000778","0.000000","0","0.000457"
"Sample 45","B0134/S124678","10","Disordered","","500","100","0.240","true","5534","0.553400","0.443600","0.544779","0.440779","10000","1.000000","-0.002479","0.000000","0","0.000381"
"Sample 46","B03468/S3578","1","Disordered","","500","100","0.240","true","5461","0.546100","0.558900","0.540023","0.553401","10000","1.000000","0.003140","0.000000","0","0.000748"
"Sample 46","B03468/S3578","2","Disordered","","500","100","0.240","true","5434","0.543400","0.558100","0.540768","0.552606","10000","1.000000","0.004185","0.000000","0","0.000727"
"Sample 46","B03468/S3578","3","Disordered","","500","100","0.240","true","5481","0.548100","0.560500","0.540918","0.552588","10000","1.000000","0.002842","0.000000","0","0.000692"
"Sample 46","B03468/S3578","4","Disordered","","500","100","0.240","true","5383","0.538300","0.559500","0.540423","0.553527","10000","1.000000","0.003273","0.000000","0","0.000654"
"Sample 46","B03468/S3578","5","Disordered","","500","100","0.240","true","5463","0.546300","0.549800","0.541905","0.552136","10000","1.000000","0.004919","0.000000","0","0.000564"
"Sample 46","B03468/S3578","6","Disordered","","500","100","0.240","true","5380","0.538000","0.546700","0.540754","0.552430","10000","1.000000","0.003875","0.000000","0","0.000164"
"Sample 46","B03468/S3578","7","Disordered","","500","100","0.240","true","5418","0.541800","0.548900","0.540677","0.552986","10000","1.000000","0.003344","0.000000","0","0.000299"
"Sample 46","B03468/S3578","8","Disordered","","500","100","0.240","true","5328","0.532800","0.553300","0.540218","0.552907","10000","1.000000","0.002601","0.000000","0","0.000539"
"Sample 46","B03468/S3578","9","Disordered","","500","100","0.240","true","5460","0.546000","0.553200","0.540200","0.552579","10000","1.000000","0.002518","0.000000","0","0.000480"
"Sample 46","B03468/S3578","10","Disordered","","500","100","0.240","true","5400","0.540000","0.555100","0.541247","0.551438","10000","1.000000","0.003581","0.000000","0","0.000306"
"Sample 47","B015678/S0123567","1","Expanding","","500","100","0.240","true","6751","0.675100","0.350000","0.659083","0.344228","10000","1.000000","-0.002034","0.000000","0","0.002002"
"Sample 47","B015678/S0123567","2","Expanding","","500","100","0.240","true","6519","0.651900","0.360200","0.663263","0.346307","10000","1.000000","0.005749","0.000000","0","0.001554"
"Sample 47","B015678/S0123567","3","Expanding","","500","100","0.240","true","6611","0.661100","0.341100","0.661984","0.346210","10000","1.000000","0.001801","0.000000","0","0.001680"
"Sample 47","B015678/S0123567","4","Expanding","","500","100","0.240","true","6626","0.662600","0.338600","0.663619","0.347508","10000","1.000000","0.003282","0.000000","0","0.001078"
"Sample 47","B015678/S0123567","5","Expanding","","500","100","0.240","true","6472","0.647200","0.353700","0.660059","0.345313","10000","1.000000","-0.000768","0.000000","0","0.000733"
"Sample 47","B015678/S0123567","6","Expanding","","500","100","0.240","true","6745","0.674500","0.344600","0.664704","0.347304","10000","1.000000","0.003522","0.000000","0","0.002108"
"Sample 47","B015678/S0123567","7","Expanding","","500","100","0.240","true","6701","0.670100","0.346700","0.664371","0.348798","10000","1.000000","0.007431","0.000000","0","0.000884"
"Sample 47","B015678/S0123567","8","Expanding","","500","100","0.240","true","6712","0.671200","0.349200","0.667796","0.348812","10000","1.000000","0.008070","0.000000","0","0.001211"
"Sample 47","B015678/S0123567","9","Expanding","","500","100","0.240","true","6678","0.667800","0.349800","0.665280","0.347736","10000","1.000000","0.005323","0.000000","0","0.000839"
"Sample 47","B015678/S0123567","10","Expanding","","500","100","0.240","true","6451","0.645100","0.349300","0.662506","0.346511","10000","1.000000","0.001903","0.000000","0","0.000981"
"Sample 48","B034678/S0137","1","Disordered","","500","100","0.240","true","4658","0.465800","0.649000","0.468188","0.650775","10000","1.000000","-0.000091","0.000000","0","0.000357"
"Sample 48","B034678/S0137","2","Disordered","","500","100","0.240","true","4623","0.462300","0.650500","0.469290","0.650805","10000","1.000000","0.001020","0.000000","0","0.000786"
"Sample 48","B034678/S0137","3","Disordered","","500","100","0.240","true","4797","0.479700","0.656100","0.468830","0.651261","10000","1.000000","0.000357","0.000000","0","0.000396"
"Sample 48","B034678/S0137","4","Disordered","","500","100","0.240","true","4722","0.472200","0.658600","0.469287","0.651810","10000","1.000000","0.000877","0.000000","0","0.000297"
"Sample 48","B034678/S0137","5","Disordered","","500","100","0.240","true","4722","0.472200","0.649400","0.468513","0.651273","10000","1.000000","-0.000674","0.000000","0","0.000602"
"Sample 48","B034678/S0137","6","Disordered","","500","100","0.240","true","4778","0.477800","0.641700","0.468031","0.650577","10000","1.000000","-0.000383","0.000000","0","0.000644"
"Sample 48","B034678/S0137","7","Disordered","","500","100","0.240","true","4733","0.473300","0.657800","0.468924","0.651054","10000","1.000000","0.000925","0.000000","0","0.000353"
"Sample 48","B034678/S0137","8","Disordered","","500","100","0.240","true","4641","0.464100","0.647300","0.468623","0.650807","10000","1.000000","0.000126","0.000000","0","0.000090"
"Sample 48","B034678/S0137","9","Disordered","","500","100","0.240","true","4648","0.464800","0.670700","0.468828","0.651539","10000","1.000000","-0.000008","0.000000","0","0.000606"
